TIME	CoM_x	CoM_y	CoM_z
0.0	0.0	0.0	0.33100000000000007
0.01	0.0	3.7622755374618067e-06	0.33100000000000007
0.02	0.0	1.5060243961951669e-05	0.33100000000000007
0.03	0.0	3.392736370576603e-05	0.33100000000000007
0.04	0.0	6.041950890705661e-05	0.33100000000000007
0.05	0.0	9.461513487861103e-05	0.33100000000000007
0.06	0.0	0.0001366155104497828	0.33100000000000007
0.07	0.0	0.00018654501786963306	0.33100000000000007
0.08	0.0	0.0002445515211594502	0.33100000000000007
0.09	0.0	0.00031080680400548226	0.33100000000000007
0.1	0.0	0.00038550707848870793	0.33100000000000007
0.11	0.0	0.0004688735661582083	0.33100000000000007
0.12	0.0	0.0005611531531689719	0.33100000000000007
0.13	0.0	0.0006626191214242887	0.33100000000000007
0.14	0.0	0.0007735719578879858	0.33100000000000007
0.15	0.0	0.0008943402444632387	0.33100000000000007
0.16	0.0	0.0010252816310733015	0.33100000000000007
0.17	0.0	0.0011667838948258937	0.33100000000000007
0.18	0.0	0.001319266088397891	0.33100000000000007
0.19	0.0	0.0014831797810412532	0.33100000000000007
0.2	0.0	0.0016590103958853178	0.33100000000000007
0.21	0.0	0.0018472786474958733	0.33100000000000007
0.22	0.0	0.0020485420839482407	0.33100000000000007
0.23	0.0	0.002263396737981166	0.33100000000000007
0.24	0.0	0.0024924788921213393	0.33100000000000007
0.25	0.0	0.0027364669630058664	0.33100000000000007
0.26	0.0	0.0029960835104830418	0.33100000000000007
0.27	0.0	0.0032720973774412973	0.33100000000000007
0.28	0.0	0.003565325966703297	0.33100000000000007
0.29	0.0	0.0038766376617281376	0.33100000000000007
0.3	0.0	0.004206954398290448	0.33100000000000007
0.31	0.0	0.00455725439475228	0.33100000000000007
0.32	0.0	0.004928575049013393	0.33100000000000007
0.33	0.0	0.005322016010719121	0.33100000000000007
0.34	0.0	0.005738742437823999	0.33100000000000007
0.35000000000000003	0.0	0.0061799884471553795	0.33100000000000007
0.36	0.0	0.006647060769195646	0.33100000000000007
0.37	0.0	0.007141342617906603	0.33100000000000007
0.38	0.0	0.007664297787056212	0.33100000000000007
0.39	0.0	0.008217474985178946	0.33100000000000007
0.4	0.0	0.008802512422007394	0.33100000000000007
0.41000000000000003	0.0	0.009421142659957695	0.33100000000000007
0.42	0.0	0.010075197745036311	0.33100000000000007
0.43	0.0	0.010766614632362972	0.33100000000000007
0.44	0.0	0.011497440922377346	0.33100000000000007
0.45	0.0	0.012269840924716911	0.33100000000000007
0.46	0.0	0.013086102067723926	0.33100000000000007
0.47000000000000003	0.0	0.013948641672563017	0.33100000000000007
0.48	0.0	0.014860014112010541	0.33100000000000007
0.49	0.0	0.015822918375116256	0.33100000000000007
0.5	0.0	0.016840206060139674	0.33100000000000007
0.51	0.0	0.017914889819431783	0.33100000000000007
0.52	0.0	0.019050152281271385	0.33100000000000007
0.53	0.0	0.02024935547507749	0.33100000000000007
0.54	0.0	0.021516050787910364	0.33100000000000007
0.55	0.0	0.022853989481746707	0.33100000000000007
0.56	0.0	0.02426713380267563	0.33100000000000007
0.5700000000000001	0.0	0.025759668714914655	0.33100000000000007
0.58	0.0	0.02733601429439558	0.33100000000000007
0.59	0.0	0.029000838818623337	0.33100000000000007
0.6	0.0	0.030759072591572637	0.33100000000000007
0.61	0.0	0.03261592254456456	0.33100000000000007
0.62	0.0	0.0345768876563626	0.33100000000000007
0.63	0.0	0.03664777523815443	0.33100000000000007
0.64	0.0	0.038834718131646254	0.33100000000000007
0.65	0.0	0.04114419287120154	0.33100000000000007
0.66	0.0	0.04358303886381019	0.33100000000000007
0.67	0.0	0.04615847864368896	0.33100000000000007
0.68	0.0	0.048878139261496104	0.33100000000000007
0.6900000000000001	0.0	0.05175007487150361	0.33100000000000007
0.7000000000000001	0.0	0.05478279058361774	0.33100000000000007
0.71	0.0	0.05798526765088468	0.33100000000000007
0.72	0.0	0.06136699006707314	0.33100000000000007
0.73	0.0	0.06493797265310115	0.33100000000000007
0.74	0.0	0.06870879071548378	0.33100000000000007
0.75	0.0	0.07269061136463434	0.33100000000000007
0.76	0.0	0.0768952265857667	0.33100000000000007
0.77	0.0	0.08133508816033595	0.33100000000000007
0.78	0.0	0.08602334454143729	0.33100000000000007
0.79	0.0	0.09097387979236608	0.33100000000000007
0.8	0.0	0.096201354703656	0.33100000000000007
0.81	5.866251388638409e-06	0.10142513950574158	0.33100000000000007
0.8200000000000001	2.3482378197808157e-05	0.10636459350096289	0.33100000000000007
0.8300000000000001	5.290054980557936e-05	0.11103434466320622	0.33100000000000007
0.8400000000000001	9.420788682213896e-05	0.11544822225338235	0.33100000000000007
0.8500000000000001	0.00014752671909361737	0.11961929777416924	0.33100000000000007
0.8600000000000001	0.00021301494797649253	0.12355992368068737	0.33100000000000007
0.8700000000000001	0.0002908665139554588	0.12728176996174773	0.33100000000000007
0.88	0.000381311970989567	0.13079585870000565	0.33100000000000007
0.89	0.00048461916928754616	0.13411259671337006	0.33100000000000007
0.9	0.0006010940485343145	0.1372418063743327	0.33100000000000007
0.91	0.0007310815439177847	0.1401927546984887	0.33100000000000007
0.92	0.0008749666076391218	0.1429741807883922	0.33100000000000007
0.93	0.0010331753489316092	0.14559432171402076	0.33100000000000007
0.9400000000000001	0.0012061762959642407	0.1480609369064928	0.33100000000000007
0.9500000000000001	0.001394481783367106	0.15038133113727858	0.33100000000000007
0.9600000000000001	0.0015986494694876742	0.15256237615095697	0.33100000000000007
0.9700000000000001	0.0018192839878712506	0.1546105310155818	0.33100000000000007
0.98	0.002057038737856392	0.1565318612509261	0.33100000000000007
0.99	0.0023126178195880757	0.15833205679124895	0.33100000000000007
1.0	0.0025867781191790265	0.16001644883578414	0.33100000000000007
1.01	0.0028803315501943804	0.16159002563684965	0.33100000000000007
1.02	0.00319414745809768	0.163057447272336	0.33100000000000007
1.03	0.003529155194778897	0.16442305944631996	0.33100000000000007
1.04	0.003886346870788842	0.1656909063586745	0.33100000000000007
1.05	0.00426678029343053	0.16686474268178708	0.33100000000000007
1.06	0.004671582099408596	0.16794804467985586	0.33100000000000007
1.07	0.0051019510913139126	0.16894402050369137	0.33100000000000007
1.08	0.005559161787824286	0.16985561969151303	0.33100000000000007
1.09	0.006044568198134964	0.17068554190387605	0.33100000000000007
1.1	0.006559607831796836	0.1714362449185958	0.33100000000000007
1.11	0.007105805955837158	0.17210995190934825	0.33100000000000007
1.12	0.007684780111770228	0.17270865802949997	0.33100000000000007
1.1300000000000001	0.008298244905874799	0.17323413632066648	0.33100000000000007
1.1400000000000001	0.008948017086924512	0.17368794296349604	0.33100000000000007
1.1500000000000001	0.00963602092640882	0.1740714218862301	0.33100000000000007
1.1600000000000001	0.010364293917177605	0.17438570874468662	0.33100000000000007
1.17	0.011134992807385908	0.17463173428545475	0.33100000000000007
1.1800000000000002	0.011950399987607878	0.17481022710225946	0.33100000000000007
1.19	0.012812930250035218	0.17492171579365973	0.33100000000000007
1.2000000000000002	0.013725137939777157	0.17496653052846894	0.33100000000000007
1.21	0.014689724519440145	0.17494480402353652	0.33100000000000007
1.22	0.01570954656938955	0.174856471936782	0.33100000000000007
1.23	0.016787624247385675	0.17470127267664876	0.33100000000000007
1.24	0.017927150232646984	0.17447874662741264	0.33100000000000007
1.25	0.019131499180827977	0.17418823478805084	0.33100000000000007
1.26	0.020404237717912204	0.17382887682063813	0.33100000000000007
1.27	0.021749135002616937	0.17339960850249586	0.33100000000000007
1.28	0.023170173888589437	0.17289915857454258	0.33100000000000007
1.29	0.024671562719451378	0.17232604497651732	0.33100000000000007
1.3	0.026257747791621818	0.1716785704579235	0.33100000000000007
1.31	0.02793342652182675	0.17095481755169756	0.33100000000000007
1.32	0.029703561358290425	0.17015264289571358	0.33100000000000007
1.33	0.031573394476805544	0.16926967088531414	0.33100000000000007
1.34	0.03354846330520438	0.16830328663805977	0.33100000000000007
1.35	0.035634616922205625	0.1672506282498722	0.33100000000000007
1.36	0.03783803337920156	0.16610857831963238	0.33100000000000007
1.37	0.04016523799628316	0.16487375471713445	0.33100000000000007
1.38	0.042623122686686096	0.16354250056705816	0.33100000000000007
1.3900000000000001	0.04521896636688609	0.16211087341929425	0.33100000000000007
1.4	0.04796045651278705	0.16057463357355367	0.33100000000000007
1.4100000000000001	0.05085571192584001	0.15892923152368216	0.33100000000000007
1.42	0.053913306776513424	0.1571697944845019	0.33100000000000007
1.4300000000000002	0.05714229599631876	0.15529111196127193	0.33100000000000007
1.44	0.060552242093588296	0.15328762031904036	0.33100000000000007
1.4500000000000002	0.06415324347241948	0.15115338630618652	0.33100000000000007
1.46	0.06795596433865063	0.1488820894833583	0.33100000000000007
1.4700000000000002	0.0719716662814335	0.14646700350577274	0.33100000000000007
1.48	0.0762122416239299	0.1439009762034436	0.33100000000000007
1.4900000000000002	0.08069024864189919	0.14117640840034823	0.33100000000000007
1.5	0.08541894875447495	0.13828523140980115	0.33100000000000007
1.51	0.09041234579726924	0.13521888313940328	0.33100000000000007
1.52	0.09568522749411079	0.13196828273477818	0.33100000000000007
1.53	0.10125320925023303	0.12852380368702693	0.33100000000000007
1.54	0.10713278039660377	0.12487524532425348	0.33100000000000007
1.55	0.11334135302234755	0.12101180260271943	0.33100000000000007
1.56	0.11989731353987532	0.11692203410819407	0.33100000000000007
1.57	0.12682007713542867	0.11259382817270663	0.33100000000000007
1.58	0.1341301452662933	0.1080143670063845	0.33100000000000007
1.59	0.14184916637495446	0.10317008873813577	0.33100000000000007
1.6	0.14999999999999994	0.09804664725276552	0.33100000000000007
1.61	0.158156699876434	0.09292317071068784	0.33100000000000007
1.62	0.16589333711190435	0.0880787871684971	0.33100000000000007
1.6300000000000001	0.1732328234143767	0.08349915019923618	0.33100000000000007
1.6400000000000001	0.1801968943469467	0.07917069741117926	0.33100000000000007
1.6500000000000001	0.1868061736967459	0.07508061028341026	0.33100000000000007
1.6600000000000001	0.19308023455137252	0.07121677620434189	0.33100000000000007
1.6700000000000002	0.19903765726372227	0.0675677526007536	0.33100000000000007
1.6800000000000002	0.20469608447687854	0.06412273305111885	0.33100000000000007
1.6900000000000002	0.21007227337201814	0.060871515282866856	0.33100000000000007
1.7000000000000002	0.21518214529405927	0.057804470958805164	0.33100000000000007
1.7100000000000002	0.22004083290201848	0.05491251716322616	0.33100000000000007
1.7200000000000002	0.22466272498370912	0.05218708950325505	0.33100000000000007
1.73	0.229061509067498	0.04962011674578027	0.33100000000000007
1.7400000000000002	0.2332502119573135	0.04720399691485482	0.33100000000000007
1.75	0.23724123831094748	0.04493157477878169	0.33100000000000007
1.76	0.24104640737589927	0.04279612066021236	0.33100000000000007
1.77	0.24467698799155235	0.0407913105065063	0.33100000000000007
1.78	0.24814373196134284	0.038911207161329196	0.33100000000000007
1.79	0.251456905893748	0.03715024278202817	0.33100000000000007
1.8	0.25462632160639187	0.03550320235071253	0.33100000000000007
1.81	0.25766136518330823	0.03396520823020988	0.33100000000000007
1.82	0.2605710247714115	0.032531705719159705	0.33100000000000007
1.83	0.2633639171984957	0.03119844956346749	0.33100000000000007
1.84	0.26604831349158725	0.029961491384173207	0.33100000000000007
1.85	0.26863216337122486	0.028817167984501936	0.33100000000000007
1.86	0.2711231187942042	0.02776209050146914	0.33100000000000007
1.87	0.2735285566145084	0.026793134369913492	0.33100000000000007
1.8800000000000001	0.27585560042953383	0.025907430069235633	0.33100000000000007
1.8900000000000001	0.2781111416763082	0.025102354625439867	0.33100000000000007
1.9000000000000001	0.280301860040175	0.02437552384331374	0.33100000000000007
1.9100000000000001	0.28243424323638583	0.023724785245739045	0.33100000000000007
1.9200000000000002	0.28451460622318087	0.023148211699226685	0.33100000000000007
1.9300000000000002	0.28654910990325794	0.022644095706796354	0.33100000000000007
1.9400000000000002	0.2885437793690124	0.02221094435129959	0.33100000000000007
1.9500000000000002	0.29050452174558083	0.02184747487421227	0.33100000000000007
1.96	0.2924371436845308	0.02155261087680186	0.33100000000000007
1.9700000000000002	0.2943473685600003	0.0213254791324207	0.33100000000000007
1.98	0.2962408534182184	0.02116540700048373	0.33100000000000007
1.9900000000000002	0.29812320573059525	0.02107192043447296	0.33100000000000007
2.0	0.30000000000000016	0.021044742578070742	0.33100000000000007
2.0100000000000002	0.30187679426940506	0.021083792945260672	0.33100000000000007
2.02	0.30375914658178194	0.021189187181972803	0.33100000000000007
2.0300000000000002	0.30565263144	0.021361237408564028	0.33100000000000007
2.04	0.30756285631546953	0.02160045314414786	0.33100000000000007
2.0500000000000003	0.3094954782544196	0.021907542815513138	0.33100000000000007
2.06	0.311456220630988	0.02228341585509911	0.33100000000000007
2.0700000000000003	0.31345089009674254	0.022729185394237884	0.33100000000000007
2.08	0.3154853937768194	0.02324617155964518	0.33100000000000007
2.09	0.31756575676361454	0.02383590538291517	0.33100000000000007
2.1	0.3196981399598253	0.02450013333460447	0.33100000000000007
2.1100000000000003	0.3218888583236923	0.025240822496325678	0.33100000000000007
2.12	0.32414439957046626	0.026060166386173846	0.33100000000000007
2.13	0.32647144338549206	0.026960591454730988	0.33100000000000007
2.14	0.3288768812057965	0.027944764270893797	0.33100000000000007
2.1500000000000004	0.331367836628776	0.029015599418798423	0.33100000000000007
2.16	0.33395168650841356	0.0301762681292315	0.33100000000000007
2.17	0.3366360828015047	0.03143020767109043	0.33100000000000007
2.18	0.33942897522858906	0.03278113153070187	0.33100000000000007
2.19	0.3423386348166926	0.03423304040914713	0.33100000000000007
2.2	0.3453736783936092	0.0357902340701615	0.33100000000000007
2.21	0.34854309410625284	0.03745732407369288	0.33100000000000007
2.22	0.3518562680386581	0.039239247432832504	0.33100000000000007
2.23	0.3553230120084483	0.04114128123455977	0.33100000000000007
2.24	0.35895359262410187	0.043169058267602346	0.33100000000000007
2.25	0.36275876168905397	0.0453285837036879	0.33100000000000007
2.2600000000000002	0.36674978804268754	0.04762625288159742	0.33100000000000007
2.27	0.37093849093250286	0.05006887024667254	0.33100000000000007
2.2800000000000002	0.375337275016292	0.05266366950188254	0.33100000000000007
2.29	0.37995916709798294	0.055418335030112544	0.33100000000000007
2.3000000000000003	0.384817854705942	0.058341024651125596	0.33100000000000007
2.31	0.38992772662798325	0.06144039378057812	0.33100000000000007
2.3200000000000003	0.3953039155231237	0.06472562106265525	0.33100000000000007
2.33	0.40096234273627873	0.06820643555221786	0.33100000000000007
2.34	0.4069197654486292	0.0718931455269605	0.33100000000000007
2.35	0.41319382630325574	0.07579666901492835	0.33100000000000007
2.3600000000000003	0.4198031056530551	0.07992856612776492	0.33100000000000007
2.37	0.426767176585626	0.08430107329547368	0.33100000000000007
2.38	0.4341066628880972	0.08892713950406164	0.33100000000000007
2.39	0.4418433001235682	0.09382046464338648	0.33100000000000007
2.4000000000000004	0.45000000000000284	0.09899554007877501	0.33100000000000007
2.41	0.45815669987643703	0.10417059748718038	0.33100000000000007
2.4200000000000004	0.46589333711190756	0.10906386849216927	0.33100000000000007
2.43	0.47323282341438005	0.11368984429875112	0.33100000000000007
2.4400000000000004	0.4801968943469501	0.11806222452906288	0.33100000000000007
2.45	0.4868061736967495	0.12219395779319217	0.33100000000000007
2.4600000000000004	0.49308023455137623	0.12609728003591159	0.33100000000000007
2.47	0.49903765726372606	0.12978375077288667	0.33100000000000007
2.4800000000000004	0.5046960844768824	0.1332642873236682	0.33100000000000007
2.49	0.5100722733720221	0.13654919714285035	0.33100000000000007
2.5000000000000004	0.5151821452940634	0.13964820834513972	0.33100000000000007
2.5100000000000002	0.5200408329020226	0.14257049851473574	0.33100000000000007
2.5200000000000005	0.5246627249837134	0.1453247218843391	0.33100000000000007
2.5300000000000002	0.5290615090675024	0.14791903496427797	0.33100000000000007
2.5400000000000005	0.5332502119573179	0.1503611206976515	0.33100000000000007
2.5500000000000003	0.5372412383109519	0.15265821121302497	0.33100000000000007
2.5600000000000005	0.5410464073759038	0.15481710924205788	0.33100000000000007
2.5700000000000003	0.544676987991557	0.1568442082654915	0.33100000000000007
2.5800000000000005	0.5481437319613475	0.15874551144715915	0.33100000000000007
2.5900000000000003	0.5514569058937526	0.160526649412089	0.33100000000000007
2.6000000000000005	0.5546263216063967	0.1621928969213506	0.33100000000000007
2.6100000000000003	0.557661365183313	0.1637491884930258	0.33100000000000007
2.6200000000000006	0.5605710247714163	0.1652001330155649	0.33100000000000007
2.6300000000000003	0.5633639171985005	0.16655002739680577	0.33100000000000007
2.6400000000000006	0.5660483134915921	0.16780286928907528	0.33100000000000007
2.6500000000000004	0.5686321633712298	0.16896236892805971	0.33100000000000007
2.66	0.5711231187942092	0.1700319601205031	0.33100000000000007
2.6700000000000004	0.5735285566145134	0.1710148104132733	0.33100000000000007
2.6800000000000006	0.5758556004295389	0.1719138304739118	0.33100000000000007
2.6900000000000004	0.5781111416763134	0.17273168271044667	0.33100000000000007
2.7	0.5803018600401801	0.17347078915599534	0.33100000000000007
2.7100000000000004	0.5824342432363909	0.17413333864150857	0.33100000000000007
2.72	0.584514606223186	0.17472129327789612	0.33100000000000007
2.7300000000000004	0.5865491099032631	0.1752363942667313	0.33100000000000007
2.74	0.5885437793690176	0.17568016705674197	0.33100000000000007
2.7500000000000004	0.5905045217455861	0.17605392586135934	0.33100000000000007
2.7600000000000002	0.5924371436845359	0.17635877755070298	0.33100000000000007
2.7700000000000005	0.5943473685600056	0.1765956249295272	0.33100000000000007
2.7800000000000002	0.5962408534182236	0.17676516941083756	0.33100000000000007
2.7900000000000005	0.5981232057306005	0.17686791309309433	0.33100000000000007
2.8000000000000003	0.6000000000000053	0.1769041602471544	0.33100000000000007
2.8100000000000005	0.6018767942694102	0.1768740182173568	0.33100000000000007
2.8200000000000003	0.6037591465817871	0.1767773977394174	0.33100000000000007
2.8300000000000005	0.6056526314400053	0.17661401267607676	0.33100000000000007
2.8400000000000003	0.6075628563154748	0.176383379169718	0.33100000000000007
2.8500000000000005	0.6094954782544248	0.17608481420944352	0.33100000000000007
2.8600000000000003	0.6114562206309931	0.17571743360836742	0.33100000000000007
2.8700000000000006	0.6134508900967478	0.17528014938513778	0.33100000000000007
2.8800000000000003	0.6154853937768248	0.17477166654192552	0.33100000000000007
2.8900000000000006	0.6175657567636197	0.1741904792293478	0.33100000000000007
2.9000000000000004	0.6196981399598305	0.17353486628696055	0.33100000000000007
2.91	0.6218888583236974	0.1728028861461187	0.33100000000000007
2.9200000000000004	0.6241443995704716	0.17199237108010643	0.33100000000000007
2.9300000000000006	0.6264714433854974	0.17110092078451186	0.33100000000000007
2.9400000000000004	0.6288768812058017	0.17012589526883012	0.33100000000000007
2.95	0.6313678366287812	0.16906440703824985	0.33100000000000007
2.9600000000000004	0.6339516865084185	0.1679133125424653	0.33100000000000007
2.9700000000000006	0.6366360828015099	0.16666920286619077	0.33100000000000007
2.9800000000000004	0.639428975228594	0.1653283936338111	0.33100000000000007
2.99	0.6423386348166975	0.16388691409826425	0.33100000000000007
3.0000000000000004	0.6453736783936141	0.16234049538185177	0.33100000000000007
3.0100000000000002	0.6485430941062578	0.16068455783414567	0.33100000000000007
3.0200000000000005	0.6518562680386635	0.15891419746955834	0.33100000000000007
3.0300000000000002	0.6553230120084537	0.15702417144440547	0.33100000000000007
3.0400000000000005	0.6589535926241068	0.15500888253045728	0.33100000000000007
3.0500000000000003	0.6627587616890585	0.15286236253899674	0.33100000000000007
3.0600000000000005	0.6667497880426925	0.15057825464629024	0.33100000000000007
3.0700000000000003	0.6709384909325073	0.14814979456814034	0.33100000000000007
3.0800000000000005	0.6753372750162965	0.1455697905277554	0.33100000000000007
3.0900000000000003	0.6799591670979879	0.1428306019576225	0.33100000000000007
3.1000000000000005	0.6848178547059465	0.13992411687230363	0.33100000000000007
3.1100000000000003	0.6899277266279877	0.13684172784515533	0.33100000000000007
3.12	0.6953039155231282	0.13357430651781285	0.33100000000000007
3.1300000000000003	0.7009623427362828	0.1301121765669598	0.33100000000000007
3.1400000000000006	0.7069197654486332	0.12644508504833415	0.33100000000000007
3.1500000000000004	0.7131938263032598	0.12256217203307926	0.33100000000000007
