TIME	CoM_x	CoM_y	CoM_z
3.16	0.71980310565306	0.11845193844655108	0.33100000000000007
3.1700000000000004	0.7267671765856292	0.114102212014319	0.33100000000000007
3.1800000000000006	0.7341066628881003	0.10950011121451339	0.33100000000000007
3.1900000000000004	0.7418433001235722	0.10463200712977114	0.33100000000000007
3.2	0.7500000000000069	0.09948348308579966	0.33100000000000007
3.21	0.7581508336250523	0.09433494977192951	0.33100000000000007
3.22	0.7658698547337135	0.08946681785003795	0.33100000000000007
3.23	0.7731799228645782	0.08486467056339494	0.33100000000000007
3.24	0.7801026864601315	0.08051487885696827	0.33100000000000007
3.25	0.7866586469776593	0.0764045610155818	0.33100000000000007
3.2600000000000002	0.792867219603403	0.07252154451528725	0.33100000000000007
3.27	0.7987467907497738	0.06885432997497459	0.33100000000000007
3.2800000000000002	0.804314772505896	0.06539205710146515	0.33100000000000007
3.29	0.8095876542027376	0.06212447252723485	0.33100000000000007
3.3000000000000003	0.814581051245532	0.05904189944552144	0.33100000000000007
3.31	0.8193097513581078	0.056135208952890356	0.33100000000000007
3.3200000000000003	0.8237877583760771	0.0533957930143922	0.33100000000000007
3.33	0.8280283337185734	0.05081553897124914	0.33100000000000007
3.3400000000000003	0.8320440356613563	0.048386805515575816	0.33100000000000007
3.35	0.8358467565275874	0.04610240006098509	0.33100000000000007
3.3600000000000003	0.8394477579064187	0.043955557442062206	0.33100000000000007
3.37	0.8428577040036882	0.041939919879628106	0.33100000000000007
3.3800000000000003	0.8460866932234935	0.04004951815245785	0.33100000000000007
3.39	0.849144288074167	0.03827875391969706	0.33100000000000007
3.4000000000000004	0.85203954348722	0.03662238314162388	0.33100000000000007
3.41	0.854781033633121	0.035075500549657766	0.33100000000000007
3.4200000000000004	0.8573768773133209	0.03363352511962433	0.33100000000000007
3.43	0.8598347620037239	0.03229218650525539	0.33100000000000007
3.4400000000000004	0.8621619666208056	0.03104751239174802	0.33100000000000007
3.45	0.8643653830778014	0.029895816731930477	0.33100000000000007
3.46	0.8664515366948027	0.02883368883019682	0.33100000000000007
3.47	0.8684266055232016	0.02785798324188354	0.33100000000000007
3.4800000000000004	0.8702964386417167	0.026965810458174446	0.33100000000000007
3.49	0.8720665734781803	0.02615452834894832	0.33100000000000007
3.5	0.8737422522083853	0.02542173433822836	0.33100000000000007
3.5100000000000002	0.8753284372805556	0.02476525828905948	0.33100000000000007
3.52	0.8768298261114177	0.02418315607674412	0.33100000000000007
3.5300000000000002	0.8782508649973902	0.02367370383140346	0.33100000000000007
3.54	0.8795957622820949	0.023235392832812864	0.33100000000000007
3.5500000000000003	0.8808685008191791	0.022866925042393984	0.33100000000000007
3.56	0.8820728497673602	0.022567209259131162	0.33100000000000007
3.5700000000000003	0.8832123757526213	0.022335357888028064	0.33100000000000007
3.58	0.8842904534306175	0.022170684311534485	0.33100000000000007
3.5900000000000003	0.8853102754805672	0.022072700856158613	0.33100000000000007
3.6	0.88627486206023	0.022041117348244346	0.33100000000000007
3.6100000000000003	0.8871870697499719	0.02207584025463374	0.33100000000000007
3.62	0.8880496000123994	0.022176972405673758	0.33100000000000007
3.6300000000000003	0.8888650071926214	0.022344813299743606	0.33100000000000007
3.64	0.8896357060828295	0.0225798599902052	0.33100000000000007
3.6500000000000004	0.8903639790735985	0.022882808557405234	0.33100000000000007
3.66	0.8910519829130827	0.023254556170086673	0.33100000000000007
3.6700000000000004	0.8917017550941325	0.023696203742312873	0.33100000000000007
3.68	0.8923152198882369	0.024209059193777496	0.33100000000000007
3.6900000000000004	0.8928941940441701	0.024794641323148483	0.33100000000000007
3.7	0.8934403921682104	0.025454684305925148	0.33100000000000007
3.71	0.8939554318018725	0.026191142830120275	0.33100000000000007
3.72	0.8944408382121829	0.02700619788498362	0.33100000000000007
3.7300000000000004	0.8948980489086935	0.02790226321990266	0.33100000000000007
3.74	0.8953284179005991	0.028881992492616273	0.33100000000000007
3.75	0.895733219706577	0.029948287127903896	0.33100000000000007
3.7600000000000002	0.8961136531292186	0.031104304910025495	0.33100000000000007
3.7700000000000005	0.8964708448052285	0.03235346933436036	0.33100000000000007
3.7800000000000002	0.8968058525419096	0.0336994797459367	0.33100000000000007
3.79	0.8971196684498128	0.03514632229487737	0.33100000000000007
3.8000000000000003	0.8974132218808288	0.03669828174120739	0.33100000000000007
3.81	0.8976873821804194	0.03835995414398032	0.33100000000000007
3.8200000000000003	0.8979429612621515	0.040136260472302586	0.33100000000000007
3.83	0.8981807160121364	0.04203246117856676	0.33100000000000007
3.8400000000000003	0.8984013505305202	0.04405417177704642	0.33100000000000007
3.85	0.8986055182166413	0.046207379473993025	0.33100000000000007
3.8600000000000003	0.8987938237040438	0.048498460898482885	0.33100000000000007
3.87	0.8989668246510758	0.05093420098651815	0.33100000000000007
3.8800000000000003	0.8991250333923684	0.05352181307431738	0.33100000000000007
3.89	0.8992689184560902	0.056268960260287736	0.33100000000000007
3.9000000000000004	0.8993989059514733	0.05918377809895572	0.33100000000000007
3.91	0.8995153808307201	0.062274898694044255	0.33100000000000007
3.92	0.8996186880290191	0.06555147626206884	0.33100000000000007
3.93	0.8997091334860527	0.06902321424214566	0.33100000000000007
3.9400000000000004	0.8997869850520315	0.07270039403228992	0.33100000000000007
3.95	0.8998524732809139	0.0765939054373275	0.33100000000000007
3.96	0.8999057921131859	0.08071527891856192	0.33100000000000007
3.97	0.8999470994502026	0.08507671974072942	0.33100000000000007
3.9800000000000004	0.8999765176218097	0.0896911441173456	0.33100000000000007
3.99	0.8999941337486204	0.09457221746149783	0.33100000000000007
4.0	0.900000000000009	0.09973439485536709	0.33100000000000007
4.01	0.9000000000000091	0.10490032975797357	0.33100000000000007
4.02	0.9000000000000091	0.10979268675603465	0.33100000000000007
4.03	0.9000000000000092	0.11442595434776887	0.33100000000000007
4.04	0.9000000000000092	0.11881385374961134	0.33100000000000007
4.05	0.9000000000000093	0.12296937953098774	0.33100000000000007
4.06	0.9000000000000093	0.1269048380971551	0.33100000000000007
4.07	0.9000000000000095	0.13063188413407517	0.33100000000000007
4.08	0.9000000000000095	0.13416155512324962	0.33100000000000007
4.09	0.9000000000000095	0.13750430402873215	0.33100000000000007
4.1	0.9000000000000096	0.1406700302531177	0.33100000000000007
4.11	0.9000000000000096	0.14366810895418403	0.33100000000000007
4.12	0.9000000000000096	0.14650741880900572	0.33100000000000007
4.13	0.9000000000000097	0.14919636830776237	0.33100000000000007
4.14	0.9000000000000097	0.1517429206551093	0.33100000000000007
4.15	0.9000000000000097	0.15415461735285474	0.33100000000000007
4.16	0.9000000000000097	0.15643860053378317	0.33100000000000007
4.17	0.9000000000000098	0.1586016341127644	0.33100000000000007
4.18	0.9000000000000098	0.16065012381778765	0.33100000000000007
4.19	0.9000000000000098	0.16259013616024065	0.33100000000000007
4.2	0.9000000000000098	0.16442741640061423	0.33100000000000007
4.21	0.9000000000000098	0.16616740556283596	0.33100000000000007
4.22	0.9000000000000098	0.1678152565476217	0.33100000000000007
4.23	0.9000000000000098	0.16937584939256203	0.33100000000000007
4.24	0.9000000000000098	0.17085380572413744	0.33100000000000007
4.25	0.9000000000000098	0.1722535024444597	0.33100000000000007
4.26	0.9000000000000098	0.17357908469327377	0.33100000000000007
4.27	0.9000000000000098	0.17483447812360492	0.33100000000000007
4.28	0.9000000000000098	0.17602340052740614	0.33100000000000007
4.29	0.9000000000000098	0.17714937284563434	0.33100000000000007
4.3	0.9000000000000098	0.1782157295953602	0.33100000000000007
4.31	0.9000000000000098	0.1792256287447932	0.33100000000000007
4.32	0.9000000000000098	0.1801820610654638	0.33100000000000007
4.33	0.9000000000000098	0.18108785898926122	0.33100000000000007
4.34	0.9000000000000098	0.18194570499655432	0.33100000000000007
4.35	0.9000000000000098	0.18275813956023856	0.33100000000000007
