TIME	r_foot_x	r_foot_y	r_foot_z
6.26	0.0	0.7852640164354093	0.013650237506511315
6.27	0.0	0.7872496007072798	0.011937535882101292
6.279999999999999	0.0	0.7891006524188368	0.01030536869268823
6.29	0.0	0.7908143173825082	0.008763798791745353
6.3	0.0	0.7923879532511288	0.007322330470336283
6.31	0.0	0.7938191335922484	0.005989850859999238
6.319999999999999	0.0	0.7951056516295154	0.004774575140626344
6.33	0.0	0.7962455236453648	0.0036839958911476568
6.34	0.0	0.7972369920397677	0.002724836895290786
6.35	0.0	0.7980785280403231	0.0019030116872178371
6.359999999999999	0.0	0.7987688340595138	0.0012235870926211756
6.369999999999999	0.0	0.7993068456954926	0.0006907519900581056
6.38	0.0	0.7996917333733129	0.0003077914851215502
6.39	0.0	0.7999229036240724	7.70666566718009e-05
6.3999999999999995	0.0	0.8	0
6.409999999999999	0.0	0.8	0
6.419999999999999	0.0	0.8	0
6.43	0.0	0.8	0
6.4399999999999995	0.0	0.8	0
6.449999999999999	0.0	0.8	0
6.459999999999999	0.0	0.8	0
6.47	0.0	0.8	0
6.4799999999999995	0.0	0.8	0
6.489999999999999	0.0	0.8	0
6.499999999999999	0.0	0.8	0
6.51	0.0	0.8	0
6.52	0.0	0.8	0
6.529999999999999	0.0	0.8	0
6.539999999999999	0.0	0.8	0
6.55	0.0	0.8	0
6.56	0.0	0.8	0
6.569999999999999	0.0	0.8	0
6.579999999999999	0.0	0.8	0
6.59	0.0	0.8	0
6.6	0.0	0.8	0
6.609999999999999	0.0	0.8	0
6.619999999999999	0.0	0.8	0
6.63	0.0	0.8	0
6.64	0.0	0.8	0
6.6499999999999995	0.0	0.8	0
6.659999999999999	0.0	0.8	0
6.67	0.0	0.8	0
6.68	0.0	0.8	0
6.6899999999999995	0.0	0.8	0
6.699999999999999	0.0	0.8	0
6.709999999999999	0.0	0.8	0
6.72	0.0	0.8	0
6.7299999999999995	0.0	0.8	0
6.739999999999999	0.0	0.8	0
6.749999999999999	0.0	0.8	0
6.76	0.0	0.8	0
6.77	0.0	0.8	0
6.779999999999999	0.0	0.8	0
6.789999999999999	0.0	0.8	0
6.8	0.0	0.8	0
6.81	0.0	0.8	0
6.819999999999999	0.0	0.8	0
6.829999999999999	0.0	0.8	0
6.84	0.0	0.8	0
6.85	0.0	0.8	0
6.859999999999999	0.0	0.8	0
6.869999999999999	0.0	0.8	0
6.879999999999999	0.0	0.8	0
6.89	0.0	0.8	0
6.8999999999999995	0.0	0.8	0
6.909999999999999	0.0	0.8	0
6.92	0.0	0.8	0
6.93	0.0	0.8	0
6.9399999999999995	0.0	0.8	0
6.949999999999999	0.0	0.8	0
6.959999999999999	0.0	0.8	0
6.97	0.0	0.8	0
6.9799999999999995	0.0	0.8	0
6.989999999999999	0.0	0.8	0
6.999999999999999	0.0	0.8	0
7.01	0.0	0.8	0
7.02	0.0	0.8	0
7.029999999999999	0.0	0.8	0
7.039999999999999	0.0	0.8	0
7.05	0.0	0.8	0
7.06	0.0	0.8	0
7.069999999999999	0.0	0.8	0
7.079999999999999	0.0	0.8	0
7.09	0.0	0.8	0
7.1	0.0	0.8	0
7.109999999999999	0.0	0.8	0
7.119999999999999	0.0	0.8	0
7.129999999999999	0.0	0.8	0
7.14	0.0	0.8	0
7.1499999999999995	0.0	0.8	0
7.159999999999999	0.0	0.8	0
7.17	0.0	0.8	0
7.18	0.0	0.8	0
7.1899999999999995	0.0	0.8	0
7.199999999999999	0.0	0.8	0
7.209999999999999	0.0	0.8	0
7.219999999999999	0.0	0.8	0
7.2299999999999995	0.0	0.8	0
7.239999999999999	0.0	0.8	0
7.249999999999999	0.0	0.8	0
7.259999999999999	0.0	0.8	0
7.27	0.0	0.8	0
7.279999999999999	0.0	0.8	0
7.289999999999999	0.0	0.8	0
7.299999999999999	0.0	0.8	0
7.31	0.0	0.8	0
7.319999999999999	0.0	0.8	0
7.329999999999999	0.0	0.8	0
7.339999999999999	0.0	0.8	0
7.35	0.0	0.8	0
7.359999999999999	0.0	0.8	0
7.369999999999999	0.0	0.8	0
7.379999999999999	0.0	0.8	0
7.39	0.0	0.8	0
7.3999999999999995	0.0	0.8	0
7.409999999999999	0.0	0.8	0
7.419999999999999	0.0	0.8	0
7.43	0.0	0.8	0
7.4399999999999995	0.0	0.8	0
7.449999999999999	0.0	0.8	0
7.459999999999999	0.0	0.8	0
7.469999999999999	0.0	0.8	0
7.4799999999999995	0.0	0.8	0
7.489999999999999	0.0	0.8	0
7.499999999999999	0.0	0.8	0
7.509999999999999	0.0	0.8	0
7.52	0.0	0.8	0
7.529999999999999	0.0	0.8	0
7.539999999999999	0.0	0.8	0
7.549999999999999	0.0	0.8	0
7.56	0.0	0.8	0
7.569999999999999	0.0	0.8	0
7.579999999999999	0.0	0.8	0
7.589999999999999	0.0	0.8	0
7.6	0.0	0.8	0
7.609999999999999	0.0	0.8	0
7.619999999999999	0.0	0.8	0
7.629999999999999	0.0	0.8	0
7.64	0.0	0.8	0
7.6499999999999995	0.0	0.8	0
7.659999999999999	0.0	0.8	0
7.669999999999999	0.0	0.8	0
7.68	0.0	0.8	0
7.6899999999999995	0.0	0.8	0
7.699999999999999	0.0	0.8	0
7.709999999999999	0.0	0.8	0
7.719999999999999	0.0	0.8	0
7.7299999999999995	0.0	0.8	0
7.739999999999999	0.0	0.8	0
7.749999999999999	0.0	0.8	0
7.76	0.0	0.8	0
7.77	0.0	0.8	0
7.779999999999999	0.0	0.8	0
7.789999999999999	0.0	0.8	0
7.799999999999999	0.0	0.8	0
7.81	0.0	0.8	0
7.819999999999999	0.0	0.8	0
7.829999999999999	0.0	0.8	0
7.839999999999999	0.0	0.8	0
7.85	0.0	0.8	0
7.859999999999999	0.0	0.8	0
7.869999999999999	0.0	0.8	0
7.879999999999999	0.0	0.8	0
7.89	0.0	0.8	0
7.8999999999999995	0.0	0.8	0
7.909999999999999	0.0	0.8	0
7.919999999999999	0.0	0.8	0
7.93	0.0	0.8	0
7.9399999999999995	0.0	0.8	0
7.949999999999999	0.0	0.8	0
7.959999999999999	0.0	0.8	0
7.969999999999999	0.0	0.8	0
7.9799999999999995	0.0	0.8	0
7.989999999999999	0.0	0.8	0
